timestamp,TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,RemPct
1659940448.67967486,253245486,0,24.688581466674805,24.705419540405273,0.10215014964342117,14.291716575622559,0.3535325229167938,0.0,0.16483016312122345,99
1659940448.77989292,253345704,0,24.702972412109375,24.72295379638672,0.12122109532356262,14.29509162902832,0.3536158800125122,0.0,0.16483016312122345,99
1659940448.87964773,253445459,0,24.725873947143555,24.751115798950195,0.15313754975795746,14.299335479736328,0.3537208139896393,0.0,0.16483016312122345,99
1659940448.97977495,253545586,0,24.712650299072266,24.733896255493164,0.12889331579208374,14.3029203414917,0.3538094162940979,0.0,0.16483016312122345,99
1659940449.07969189,253645503,0,24.70258903503418,24.722166061401367,0.11876599490642548,14.306217193603516,0.3538908362388611,0.0,0.16483016312122345,99
1659940449.17977977,253745591,0,24.70354652404785,24.7230224609375,0.1181522086262703,14.309501647949219,0.3539719879627228,0.0,0.16483016312122345,99
1659940449.27967787,253845489,0,24.659082412719727,24.66925048828125,0.06168466433882713,14.311213493347168,0.35401421785354614,0.0,0.16483016312122345,99
1659940449.37978196,253945593,0,24.712053298950195,24.733524322509766,0.1302572786808014,14.314835548400879,0.3541037440299988,0.0,0.16483016312122345,99
1659940449.47968483,254045496,0,24.673934936523438,24.686023712158203,0.07334643602371216,14.31687068939209,0.35415396094322205,0.0,0.16483016312122345,99
1659940449.57979774,254145609,0,24.66310691833496,24.674589157104492,0.06966377794742584,14.318808555603027,0.3542017340660095,0.0,0.16483016312122345,99
1659940449.67971182,254245523,0,24.70345115661621,24.72226905822754,0.11416266113519669,14.321976661682129,0.3542799949645996,0.0,0.16483016312122345,99
1659940449.77981496,254345626,0,24.72031593322754,24.74489974975586,0.14914798736572266,14.326125144958496,0.35438254475593567,0.0,0.16483016312122345,99
1659940449.87963080,254445442,0,24.717920303344727,24.74088478088379,0.13932755589485168,14.329988479614258,0.35447803139686584,0.0,0.16483016312122345,99
1659940449.97984290,254545654,0,24.721275329589844,24.74469566345215,0.14208954572677612,14.333944320678711,0.3545758128166199,0.0,0.16483016312122345,99
1659940450.07961893,254645430,0,24.64834976196289,24.65431785583496,0.03621288388967514,14.334948539733887,0.35460054874420166,0.0,0.16483016312122345,99
1659940450.17982292,254745634,0,24.677959442138672,24.69207191467285,0.08562199771404266,14.337331771850586,0.35465937852859497,0.0,0.16483016312122345,99
1659940450.27966595,254845477,0,24.719932556152344,24.74196434020996,0.13366715610027313,14.341039657592773,0.35475102066993713,0.0,0.16483016312122345,99
1659940450.37981176,254945623,0,24.71236228942871,24.734416961669922,0.13380353152751923,14.344761848449707,0.35484302043914795,0.0,0.16483016312122345,99
1659940450.47968674,255045498,0,24.70038414001465,24.719860076904297,0.1181522086262703,14.348039627075195,0.3549239933490753,0.0,0.16483016312122345,99
1659940450.57980394,255145615,0,24.652278900146484,24.660423278808594,0.049409110099077225,14.349413871765137,0.3549578785896301,0.0,0.16483016312122345,99
1659940450.67965794,255245469,0,24.7042179107666,24.72379493713379,0.11876599490642548,14.35270881652832,0.3550392687320709,0.0,0.16483016312122345,99
1659940450.77979589,255345607,0,24.71523666381836,24.737646102905273,0.13595177233219147,14.356491088867188,0.35513272881507874,0.0,0.16483016312122345,99
1659940450.87967682,255445488,0,24.69175910949707,24.780014038085938,0.5511724352836609,14.371784210205078,0.35551032423973083,0.0,0.16012297570705414,99
1659940450.97982883,255545640,0,24.420467376708984,24.824542999267578,2.5919833183288574,14.443902015686035,0.3572714626789093,0.0,0.15589435398578644,99
1659940451.07968187,255645493,0,24.499526977539062,24.752107620239258,1.6246696710586548,14.488968849182129,0.35837557911872864,0.0,0.15546563267707825,99
1659940451.17979479,255745606,0,24.60706901550293,24.791135787963867,1.198912501335144,14.52231216430664,0.3591960668563843,0.0,0.15352734923362732,99
1659940451.27970195,255845513,0,24.60426902770996,24.761220932006836,1.025315761566162,14.550768852233887,0.3598962426185608,0.0,0.15307582914829254,99
1659940451.37981772,255945629,0,24.632537841796875,24.776851654052734,0.9427626132965088,14.57698917388916,0.3605421185493469,0.0,0.15307582914829254,99
1659940451.47970676,256045518,0,24.645376205444336,24.785743713378906,0.9169838428497314,14.602433204650879,0.3611691892147064,0.0,0.15307582914829254,99
1659940451.57977581,256145587,0,24.57724380493164,24.69017791748047,0.7377607822418213,14.622943878173828,0.3616732954978943,0.0,0.15307582914829254,99
1659940451.67964292,256245454,0,24.62717056274414,24.75130844116211,0.810493528842926,14.645429611206055,0.36222705245018005,0.0,0.15316230058670044,99
1659940451.77986073,256345672,0,24.636947631835938,24.761934280395508,0.8135623931884766,14.668079376220703,0.36278507113456726,0.0,0.15362954139709473,99
1659940451.87961888,256445430,0,24.654674530029297,24.782297134399414,0.8246104121208191,14.69093132019043,0.36334848403930664,0.0,0.15476767718791962,99
1659940451.97979283,256545604,0,24.61308479309082,24.72883415222168,0.7478881478309631,14.71174430847168,0.36386075615882874,0.0,0.15476767718791962,99
1659940452.07962775,256645439,0,24.590457916259766,24.69748306274414,0.6915228962898254,14.73092269897461,0.364332377910614,0.0,0.15476767718791962,99
1659940452.17980075,256745612,0,24.63081169128418,24.75193214416504,0.781032145023346,14.752655982971191,0.3648676872253418,0.0,0.1550767421722412,99
1659940452.27965188,256845463,0,24.64739227294922,24.77498435974121,0.822769045829773,14.775480270385742,0.36543023586273193,0.0,0.1550767421722412,99
1659940452.37980294,256945614,0,24.651704788208008,24.77910614013672,0.8215415477752686,14.79833698272705,0.3659937083721161,0.0,0.1550767421722412,99
